Date,Open,Close,High,Low,Volume
20100430 000000,3060.12,3067.365,3068.13,3014.07,54477881
20100504 000000,3005.487,3019.449,3056.08,2994.92,41248610
20100505 000000,2981.777,3036.394,3036.86,2943.36,59670441
20100506 000000,3014.907,2896.856,3014.91,2895.39,58770413
20100507 000000,2835.879,2836.789,2892.53,2817.15,61119399
20100510 000000,2842.366,2858.233,2872.31,2798.52,50209173
20100511 000000,2916.335,2800.817,2922.13,2790.7,58363490
20100512 000000,2781.708,2818.16,2832.15,2756.42,53002271
20100513 000000,2818.578,2886.911,2886.97,2811.66,55145778
20100514 000000,2865.58,2868.023,2888.09,2849.24,42498719
20100517 000000,2828.882,2714.715,2828.88,2712.44,52166847
20100518 000000,2711.407,2771.348,2781.84,2686.97,54509671
20100519 000000,2748.952,2762.174,2803.7,2723.3,45576221
20100520 000000,2739.219,2726.022,2793.88,2721.07,42174803
20100521 000000,2656.419,2768.791,2769.09,2647.6,54475383
20100524 000000,2787.751,2873.469,2886.37,2787.75,74502338
20100525 000000,2851.256,2813.943,2855.33,2798.02,55168327
20100526 000000,2814.444,2813.944,2839.03,2797.63,39858564
20100527 000000,2808.048,2859.979,2866.86,2771.59,53445209
20100528 000000,2885.857,2850.302,2893.69,2835.07,51534989
20100531 000000,2835.334,2773.264,2857.42,2772.79,46216854
20100601 000000,2755.284,2744.162,2782.29,2710.59,44851426
20100602 000000,2729.328,2757.527,2757.91,2700.07,39587020
20100603 000000,2769.096,2736.076,2787.51,2735.7,39587258
20100604 000000,2721.359,2744.391,2748.48,2713.09,32746291
20100607 000000,2692.831,2695.715,2716.4,2673.34,39541993
20100608 000000,2694.106,2699.336,2720.59,2672.06,35140182
20100609 000000,2711.642,2782.133,2787.82,2687.33,60209533
20100610 000000,2755.94,2750.023,2776.26,2746.11,42906334
20100611 000000,2766.196,2758.866,2782.09,2755.95,40558585
20100617 000000,2778.533,2742.733,2784.92,2742.64,32612356
20100618 000000,2739.032,2696.166,2755.84,2686.61,41808344
20100621 000000,2698.984,2780.663,2784.47,2686.32,55261482
20100622 000000,2772.886,2783.72,2795.32,2766.44,39096052
20100623 000000,2768.695,2758.495,2788.22,2734.05,35600350
20100624 000000,2753.712,2757.498,2783.51,2739.81,29220682
20100625 000000,2744.122,2736.287,2759.45,2715.66,30671782
20100628 000000,2734.507,2716.777,2751.45,2710.09,27710044
20100629 000000,2717.465,2592.019,2724.23,2591.69,48758552
20100630 000000,2572.912,2563.07,2575.82,2546.84,35698794
20100701 000000,2557.92,2526.071,2574.1,2524.57,32857646
20100702 000000,2523.035,2534.105,2542.12,2462.2,44914100
20100705 000000,2507.354,2512.651,2529.43,2476.49,32178574
20100706 000000,2504.869,2562.902,2563.41,2502.93,39714762
20100707 000000,2561.106,2580.477,2580.61,2548.56,35720909
20100708 000000,2591.509,2575.921,2602.23,2564.64,34056966
20100709 000000,2578.555,2647.104,2662.16,2557.26,58493045
20100712 000000,2647.42,2676.22,2689.81,2636.65,58462491
20100713 000000,2649.658,2634.593,2649.66,2618.34,43228506
20100714 000000,2640.925,2653.609,2684.62,2640.54,46688860
20100715 000000,2650.334,2608.519,2680.44,2607.79,40440459
20100716 000000,2597,2616.128,2621.33,2573.79,35063302
20100719 000000,2592.087,2682.472,2691.94,2585.01,53868070
20100720 000000,2685.459,2741.503,2746.24,2685.46,73128345
20100721 000000,2744.696,2747.335,2766.2,2733.72,70757092
20100722 000000,2738.027,2781.286,2783.14,2734.07,61064806
20100723 000000,2787.521,2793.076,2806.98,2769.44,64518565
20100726 000000,2798.762,2811.055,2811.95,2775.78,53580026
20100727 000000,2803.755,2795.724,2812.21,2785.37,49799884
20100728 000000,2796.483,2863.724,2866.4,2784.16,79985954
20100729 000000,2866.772,2877.976,2888.6,2852,95965409
20100730 000000,2871.481,2868.846,2876.14,2844.68,62575591
20100802 000000,2868.279,2917.275,2922.61,2867.45,71743300
20100803 000000,2925.254,2865.971,2929.61,2865.76,81748364
20100804 000000,2858.354,2876.434,2876.59,2818.25,71318039
20100805 000000,2874.66,2850.829,2877.31,2833.67,67157581
20100806 000000,2848.155,2897.659,2898.53,2821.03,74914895
20100809 000000,2894.1,2918.24,2922.62,2888.04,74726391
20100810 000000,2920.404,2832.638,2925.3,2832.08,78435034
20100811 000000,2823.15,2850.211,2864.36,2823.15,54979133
20100812 000000,2822.791,2816.386,2860.37,2810.1,59893227
20100813 000000,2818.41,2855.547,2856.04,2799.22,58507721
20100816 000000,2851.219,2922.083,2927.69,2843.02,81068043
20100817 000000,2927.258,2942.291,2949.73,2917.83,76452912
20100818 000000,2945.979,2937.362,2962.75,2924.67,70747600
20100819 000000,2940.767,2955.395,2975.19,2928.01,76924865
20100820 000000,2943.334,2898.333,2951.96,2892.64,71663306
20100823 000000,2895.707,2896.192,2920.54,2886.66,48915517
20100824 000000,2892.129,2911.827,2933.12,2866.8,61093796
20100825 000000,2893.986,2843.023,2904.662,2842.249,63610621
20100826 000000,2853.1,2850.09,2868.88,2836.13,48670442
20100827 000000,2847.45,2858.57,2861.07,2833.42,40789582
20100830 000000,2874.25,2915.01,2921.08,2872.92,65749882
20100831 000000,2905.15,2903.19,2910.06,2889.81,65766104
20100901 000000,2907.66,2884.04,2931.76,2859.17,76975578
20100902 000000,2917.74,2921.39,2931.55,2903.03,70700851
20100903 000000,2926.94,2920.21,2929.55,2891.88,72641027
20100906 000000,2935.89,2975.09,2980.42,2935.89,93855681
20100907 000000,2979.3,2983.11,2991.44,2959.9,73519361
20100908 000000,2970,2980.97,2982.72,2953.84,72872002
20100909 000000,2986.87,2926.46,2986.87,2922.2,81395554
20100910 000000,2928,2932.55,2940.79,2890.03,65086704
20100913 000000,2933.59,2962.32,2977.08,2925.42,67279900
20100914 000000,2971.55,2965.01,2984.47,2954.51,70105903
20100915 000000,2965.54,2913.19,2965.54,2905.63,71619642
20100916 000000,2908.32,2857.79,2917.85,2834.03,74074284
20100917 000000,2864.72,2861.37,2877.08,2847.68,51938867
20100920 000000,2865.04,2849.83,2872.22,2829.76,50283104
20100921 000000,2859.43,2857.48,2869.38,2844.12,35751881
20100927 000000,2869.93,2905.03,2905.53,2864.21,49071823
20100928 000000,2900.54,2880.91,2900.54,2875.66,58660826
20100929 000000,2877.27,2874.81,2908.73,2866.85,56782236
20100930 000000,2859.06,2935.57,2935.59,2857.42,63000247
20101008 000000,2965.65,3044.23,3055.84,2963.24,99994720
20101011 000000,3069.19,3132.9,3154.2,3069.19,158734904
20101012 000000,3121.64,3172.73,3173.85,3106.22,127361705
20101013 000000,3176.89,3217.58,3221.65,3165.58,144607773
20101014 000000,3245.13,3224.14,3286.02,3215.03,179611838
20101015 000000,3204.72,3327.68,3327.68,3199.12,193414140
20101018 000000,3345.8,3306.16,3390.01,3288.78,217882051
20101019 000000,3300.52,3375.67,3375.87,3280,130441791
20101020 000000,3304.22,3396.88,3439.23,3301.01,166528460
20101021 000000,3404.72,3374.69,3418.09,3344.96,123883245
20101022 000000,3365.6,3378.66,3408.49,3346.11,116361857
20101025 000000,3386.85,3481.08,3481.35,3366.43,145433105
20101026 000000,3491.47,3466.08,3499.82,3436.46,142636999
20101027 000000,3451.43,3403.87,3490.22,3398.09,123761570
20101028 000000,3390.43,3397.69,3420.89,3371.44,98349456
20101029 000000,3400.26,3379.98,3404.6,3351.6,100458970
20101101 000000,3390.41,3473,3473,3390.41,126269148
20101102 000000,3484.23,3463.13,3522.18,3449.72,154911450
20101103 000000,3462.74,3420.34,3474.71,3419.08,126359303
20101104 000000,3426.46,3480.5,3480.93,3419.64,116799481
20101105 000000,3538.99,3520.8,3554.47,3498.28,137688027
20101108 000000,3534.19,3548.57,3549.3,3506.38,126470759
20101109 000000,3547.44,3523.95,3547.44,3498.62,122454533
20101110 000000,3507.2,3499.11,3508.27,3470.97,120078578
20101111 000000,3490.74,3509.98,3557.99,3484.89,138976233
20101112 000000,3484.61,3291.83,3497.06,3284.35,160733850
20101115 000000,3298.74,3314.89,3319.98,3241.76,102315724
20101116 000000,3311.62,3169.54,3311.62,3155.48,108307072
20101117 000000,3124.11,3103.91,3168.93,3087.51,83258080
20101118 000000,3134.94,3147.96,3158.63,3097.39,65697292
20101119 000000,3168.17,3178.85,3178.85,3076.21,83347654
20101122 000000,3148.22,3171.94,3200.47,3137.75,83212776
20101123 000000,3156.48,3107.18,3156.48,3061.62,77399591
20101124 000000,3088.99,3177.04,3177.41,3088.99,75332083
20101125 000000,3197.97,3223.48,3227.05,3172.28,83442094
20101126 000000,3214.13,3194.85,3224.52,3170.36,64467824
20101129 000000,3183.54,3190.05,3206.76,3159.46,58994892
20101130 000000,3187.53,3136.99,3205.78,3060.44,85762355
20101201 000000,3127.26,3136.02,3150.44,3111.65,48882668
20101202 000000,3185.76,3155.06,3194.23,3154.32,61023908
20101203 000000,3161.93,3158.16,3171.38,3134.42,50475354
20101206 000000,3168.88,3165.57,3185.33,3140.55,56362630
20101207 000000,3152.73,3200.34,3214.69,3112.22,58483653
20101208 000000,3194.9,3171.88,3215.28,3166.77,59515663
20101209 000000,3156,3123.37,3175.05,3122.2,66152965
20101210 000000,3107.38,3161.98,3172.16,3101.08,57108105
20101213 000000,3176.33,3261.06,3261.34,3173.56,95713739
20101214 000000,3270.2,3269.47,3279.36,3254.18,84104241
20101215 000000,3270.78,3247.64,3282.77,3242.52,72269785
20101216 000000,3246.01,3230.67,3258.39,3224.12,56799625
20101217 000000,3229.3,3225.66,3232.84,3212.58,44919147
20101220 000000,3239.02,3178.66,3249.76,3118,74759693
20101221 000000,3184.7,3249.51,3251.55,3168.89,79852420
20101222 000000,3253.82,3215.45,3263.45,3201.67,69936258
20101223 000000,3210.67,3188.61,3237.64,3183.15,61315847
20101224 000000,3170.64,3162.96,3187.72,3139.45,55137767
20101227 000000,3176.11,3099.71,3219.66,3092.26,70017107
20101228 000000,3084.82,3044.93,3095.36,3041.33,56325749
20101229 000000,3049.93,3061.83,3062.56,3025.22,45192775
20101230 000000,3063.05,3064.1,3079.91,3027.9,54281429
20101231 000000,3069.05,3128.26,3129.45,3067.11,62566078
20110104 000000,3155.56,3189.68,3194.36,3143.6,85410440
20110105 000000,3170.18,3175.66,3193.78,3158.87,79268810
20110106 000000,3177.83,3159.64,3198.05,3152.57,59681092
20110107 000000,3156.36,3166.62,3209.9,3141.12,84093233
20110110 000000,3162.08,3108.19,3182.78,3102.43,65494406
20110111 000000,3096.25,3124.92,3131.29,3084.51,56985917
20110112 000000,3135.18,3142.34,3153.43,3099.41,58498518
20110113 000000,3153.99,3141.28,3157.04,3127.16,51936988
20110114 000000,3129.67,3091.86,3129.67,3083.51,53351439
20110117 000000,3067.43,2974.35,3078.88,2968.61,66807562
20110118 000000,2965.42,2977.65,2984.47,2947.6,42964564
20110119 000000,2978.46,3044.85,3045.6,2967.24,56571942
20110120 000000,3037.86,2944.71,3037.86,2944.5,61046643
20110121 000000,2935.23,2983.46,3030.26,2935.14,73102966
20110124 000000,2986.09,2954.23,2999.2,2943.92,65472545
20110125 000000,2949.65,2938.65,2960.59,2919.16,48982689
20110126 000000,2939.77,2978.43,2982.32,2939.36,43374979
20110127 000000,2953.59,3026.47,3037.16,2935.27,82585919
20110128 000000,3020.12,3036.74,3047.27,3011.38,63013589
20110131 000000,3035.42,3076.51,3076.55,3032.45,67105914
20110201 000000,3083.49,3077.28,3087.23,3062.83,49862530
20110209 000000,3055.4,3040.95,3087.55,3031.75,60394145
20110210 000000,3034.08,3104.16,3105.32,3024.35,66603662
20110211 000000,3100.27,3120.96,3133.5,3092.58,75975553
20110214 000000,3123.25,3219.14,3227.43,3123.25,121302331
20110215 000000,3223.22,3217.67,3259.64,3215.62,109554438
20110216 000000,3211.14,3248.53,3248.85,3195.47,91334283
20110217 000000,3255.63,3245.91,3265.26,3218.91,88964695
20110218 000000,3240.05,3211.88,3242.37,3203.12,75378684
20110221 000000,3192.15,3257.91,3258.28,3189.85,79399776
20110222 000000,3267.61,3163.58,3269.05,3161.83,107863741
20110223 000000,3152.44,3174.74,3182.19,3145.99,71324854
20110224 000000,3170.24,3190.94,3195.69,3157.97,66486893
20110225 000000,3190.87,3197.62,3213.79,3159.85,61619275
20110228 000000,3200.68,3239.56,3241.6,3178.83,76630663
20110301 000000,3241.71,3254.89,3273.51,3235.75,88566954
20110302 000000,3237.12,3243.3,3257.42,3202.83,80910641
20110303 000000,3248.16,3221.72,3271.64,3221.04,101219997
20110304 000000,3223.51,3270.67,3273.66,3217.48,80013915
20110307 000000,3287.41,3334.51,3337.47,3287.41,118187197
20110308 000000,3335.71,3337.46,3342.71,3311.72,84878655
20110309 000000,3344.1,3338.86,3355.49,3322.7,78026361
20110310 000000,3330.44,3280.26,3330.44,3279.33,78212642
20110311 000000,3263.08,3247.38,3290.7,3240.18,67208335
20110314 000000,3238.91,3262.92,3263.91,3230.11,63689783
20110315 000000,3250.59,3203.96,3250.59,3147.96,96033979
20110316 000000,3204.92,3248.2,3250.88,3202.93,78859520
20110317 000000,3216.29,3197.1,3240.38,3185.08,85687114
20110318 000000,3228.92,3215.69,3239.96,3205.14,61340161
20110321 000000,3220.68,3207.11,3236.28,3194.15,59105037
20110322 000000,3217.8,3222.96,3227.8,3175.93,57248684
20110323 000000,3222.32,3264.93,3267,3216.65,72077585
20110324 000000,3269.57,3251.36,3273.37,3250.02,61304244
20110325 000000,3256.18,3294.48,3304.26,3254.68,86895979
20110328 000000,3307.41,3290.57,3328.07,3286.86,97684300
20110329 000000,3288.56,3257.98,3309.2,3256.34,105280164
20110330 000000,3256.72,3256.08,3274.98,3233.11,78336337
20110331 000000,3257.16,3223.29,3264.96,3210.17,64503880
20110401 000000,3227.56,3272.73,3272.77,3220.91,63094722
20110406 000000,3269.19,3311.07,3315.3,3268.76,105823674
20110407 000000,3313.47,3324.42,3330.8,3302.82,84681762
20110408 000000,3321.54,3353.36,3353.89,3314.09,73929210
20110411 000000,3363.37,3333.43,3380.53,3331.17,104420545
20110412 000000,3324.75,3326.77,3350.16,3307.48,101938506
20110413 000000,3311.32,3372.03,3372.03,3296.51,87036338
20110414 000000,3374.32,3353.56,3378.7,3347.49,88972241
20110415 000000,3345.13,3358.94,3378.11,3323.56,78514874
20110418 000000,3346.15,3359.44,3372.9,3335.6,86582624
20110419 000000,3334.91,3295.81,3334.91,3290.74,85106933
20110420 000000,3300.42,3295.76,3311.73,3281.83,72343318
20110421 000000,3312.27,3317.37,3330.24,3301.94,73240424
20110422 000000,3317.08,3299.94,3325.46,3291.64,67171455
20110425 000000,3292.48,3249.57,3292.48,3247.69,74421829
20110426 000000,3242.53,3230.96,3257.8,3216.21,59096417
20110427 000000,3242.62,3209.5,3256.41,3189.04,62443567
20110428 000000,3224.41,3161.78,3237.19,3160.41,65050235
20110429 000000,3161.16,3192.72,3193.6,3147.14,53683065
20110503 000000,3192.84,3211.13,3212.05,3164.93,54998910
20110504 000000,3192.84,3129.03,3193.45,3120.96,66716340
20110505 000000,3115,3126.12,3136.9,3105.85,52567747
20110506 000000,3093.81,3121.4,3141.68,3083.91,55352186
20110509 000000,3126.26,3129.76,3149.94,3118.14,46027404
20110510 000000,3135.15,3153.22,3153.3,3121.75,40932995
20110511 000000,3153.65,3145.08,3164.65,3127.49,47688533
20110512 000000,3123.16,3101.6,3142.4,3101.14,48799501
20110513 000000,3105.3,3128.09,3128.44,3080.19,46895951
20110516 000000,3120.44,3100.46,3137.6,3098.78,45194319
20110517 000000,3097.07,3116.03,3136.23,3076.95,51203731
20110518 000000,3109.29,3139.38,3145.7,3106.55,39641768
20110519 000000,3148.35,3120.64,3154.94,3118.62,43110782
20110520 000000,3120.58,3121.6,3133.43,3113.27,38468012
20110523 000000,3115.31,3022.98,3115.31,3021.45,55902472
20110524 000000,3013.72,3026.22,3029.75,2999.89,41608944
20110525 000000,3020.32,2990.34,3030.99,2988.09,39289704
20110526 000000,3011.47,2978.38,3021.2,2977.6,37003747
20110527 000000,2980.72,2963.31,2996.6,2962.07,42770905
20110530 000000,2956.57,2954.51,2982.58,2942.36,34671160
20110531 000000,2958.61,3001.56,3001.73,2946.15,39689399
20110601 000000,2996.08,3004.17,3006.56,2985.71,38419327
20110602 000000,2970.63,2955.71,2984.49,2923.02,52617867
20110603 000000,2951.58,2986.35,2993.9,2951.2,39076164
20110607 000000,2977.68,3004.26,3006.57,2974.36,36852332
20110608 000000,3003.58,3008.65,3012.81,2965.92,42908758
20110609 000000,3000.4,2951.89,3004.06,2951.89,47496636
20110610 000000,2947.93,2961.93,2964.08,2925.87,42201882
20110613 000000,2940.39,2950.35,2957.52,2921.75,38351668
20110614 000000,2947.66,2993.56,3000.53,2943.53,55982815
20110615 000000,2984.96,2963.12,2999.15,2963.11,44390852
20110616 000000,2939.68,2917.58,2946.81,2915.4,41135482
20110617 000000,2916.41,2892.16,2934.06,2891.01,41176530
20110620 000000,2888.94,2874.9,2896.08,2862.41,37991982
20110621 000000,2883.35,2909.07,2909.57,2877.05,42038923
20110622 000000,2913.67,2908.58,2921.03,2894.18,37318802
20110623 000000,2899.01,2957.63,2966.54,2888.68,45941117
20110624 000000,2946.61,3027.47,3047.94,2944.05,85459240
20110627 000000,3028.5,3036.49,3056.02,3019.24,65615771
20110628 000000,3040.18,3041.73,3046.8,3014,55766254
20110629 000000,3039.05,3000.17,3043.81,2999.95,53476848
20110630 000000,3003.23,3044.09,3058.62,3003.23,62502549
20110701 000000,3052.12,3049.75,3071.21,3034.07,56766653
20110704 000000,3064.94,3121.98,3124.58,3064.94,80464031
20110705 000000,3122.9,3122.5,3128.53,3105.09,67763335
20110706 000000,3116.12,3113.71,3116.12,3084.83,61555807
20110707 000000,3123.29,3101.68,3140.1,3101.1,71810360
20110708 000000,3105.49,3109.18,3124.39,3093.37,51282593
20110711 000000,3097.87,3113.21,3121,3086.26,47920660
20110712 000000,3089.14,3056.91,3090.1,3054.8,57107984
20110713 000000,3060.42,3106.25,3108.5,3060.42,54114367
20110714 000000,3112.59,3115.75,3126.15,3092.47,60314935
20110715 000000,3105.5,3128.89,3130.77,3097.34,61550322
20110718 000000,3131.8,3122.6,3137.92,3113.67,60691311
20110719 000000,3108.47,3095.12,3109.92,3088.38,53388709
20110720 000000,3113.71,3091.57,3119.54,3071.85,44118331
20110721 000000,3092.27,3059.14,3099.28,3058.25,44084691
20110722 000000,3066.19,3067.99,3083.19,3059.6,37257255
20110725 000000,3050.9,2968.29,3050.9,2958.88,67180996
20110726 000000,2965.72,2977.77,2980.86,2957.61,43515457
20110727 000000,2961.58,3000.05,3002.69,2951.52,48385612
20110728 000000,2973.64,2981,2984.38,2956.71,48138984
20110729 000000,2981.02,2972.08,2995.97,2948.08,46298253
20110801 000000,2969.11,2977.72,2991.05,2958.83,33886949
20110802 000000,2958.85,2956.38,2958.85,2919.01,38978357
20110803 000000,2930.19,2954.87,2969.13,2927.1,38668362
20110804 000000,2962.91,2960.31,2983.01,2951.84,32985719
20110805 000000,2881.74,2897.42,2916.41,2868.16,49316854
20110808 000000,2864.51,2793.9,2888.77,2747.97,71517766
20110809 000000,2720.95,2798.19,2812.77,2697.06,69842676
20110810 000000,2845.35,2824.12,2858.55,2820.12,58659312
20110811 000000,2779.72,2866.92,2867.31,2777.76,58997689
20110812 000000,2881.55,2875.36,2894.22,2868.87,57197406
20110815 000000,2883.17,2917.88,2917.88,2870.19,59875476
20110816 000000,2920.83,2897.58,2932.14,2888.33,50962681
20110817 000000,2893.85,2886.01,2910.83,2881.63,39178179
20110818 000000,2887.1,2834.25,2890,2832.27,40768883
20110819 000000,2789.35,2807.66,2814.1,2782.56,43259650
20110822 000000,2809.33,2777.79,2829.69,2768.42,34209685
20110823 000000,2788.7,2821,2821,2777.29,32620514
20110824 000000,2834.58,2810.02,2845.47,2804.82,35301565
20110825 000000,2818.7,2903.84,2904.44,2815.91,72216845
20110826 000000,2889.38,2901.22,2907.4,2876.83,45604102
20110829 000000,2875.78,2852.81,2875.78,2847.48,44267850
20110830 000000,2875.14,2841.74,2901.73,2838.33,43137872
20110831 000000,2843.99,2846.78,2855.3,2823.77,32107899
20110901 000000,2852.39,2834.53,2869.25,2825.96,30118702
20110902 000000,2828.84,2803.85,2836.62,2790.77,29317116
20110905 000000,2780.83,2743.82,2780.83,2743.38,32005660
20110906 000000,2727.75,2723.3,2745.36,2711.07,29713982
20110907 000000,2738.79,2779.09,2779.21,2730.05,33265381
20110908 000000,2788.83,2756.1,2789.11,2755.8,26838735
20110909 000000,2770.15,2751.09,2796.35,2739.62,27073503
20110913 000000,2712.44,2720.28,2726.19,2698.66,26713764
20110914 000000,2729.26,2733.11,2736.91,2677.13,30424780
20110915 000000,2734.55,2729.05,2754.19,2728.91,31171925
20110916 000000,2744.22,2733.99,2755.89,2729,27555932
20110919 000000,2718.32,2679.27,2718.32,2678.79,29090941
20110920 000000,2675.04,2689.84,2702.28,2664.1,25598681
20110921 000000,2691.7,2771.01,2778.35,2677.35,56194171
20110922 000000,2745.15,2685.69,2754.92,2684.94,47102660
20110923 000000,2644.29,2669.48,2681.23,2631.43,42592224
20110926 000000,2645.25,2610.92,2679.56,2603.11,39175124
20110927 000000,2634.93,2637.88,2652.56,2613.42,35021974
20110928 000000,2654.83,2610.59,2660.1,2602.63,34169555
20110929 000000,2593.56,2588.19,2615.14,2577.29,37093593
20110930 000000,2595.58,2581.35,2607.57,2572.19,32050822
20111010 000000,2588.35,2557.08,2595.32,2552.28,28325122
20111011 000000,2625.16,2551.99,2635.69,2526.65,45029848
20111012 000000,2537.4,2644.76,2647.01,2523.34,65945680
20111013 000000,2636.86,2662.6,2672.91,2629.41,60426201
20111014 000000,2655.36,2653.78,2665.44,2629.88,38336948
20111017 000000,2658.95,2666.95,2687.1,2653.38,36158315
20111018 000000,2646.84,2592.21,2651.73,2589.21,39373448
20111019 000000,2599.92,2583.08,2617.41,2580.66,31116166
20111020 000000,2566.6,2520.53,2570.1,2500.49,39842462
20111021 000000,2522.26,2507.88,2538.12,2504.69,29843503
20111024 000000,2517.06,2576.67,2581.12,2501.96,46345801
20111025 000000,2572.71,2625.43,2633.97,2560.05,57967375
20111026 000000,2613.27,2651.65,2679.66,2611.01,73098240
20111027 000000,2658.43,2657.48,2672.84,2647.3,48820391
20111028 000000,2694.54,2709.02,2729.14,2689.38,71643105
20111031 000000,2704.53,2695.31,2709.32,2680.99,50407112
20111101 000000,2672.51,2697.53,2726.09,2669.05,55206651
20111102 000000,2658.55,2742.39,2742.94,2653.72,64361584
20111103 000000,2752.63,2744.3,2781.04,2743.2,84820760
20111104 000000,2770.57,2763.75,2781.99,2748.98,61958218
20111107 000000,2750.99,2736.25,2769.3,2733.17,45375056
20111108 000000,2745.06,2727.71,2756.09,2723.69,47884252
20111109 000000,2739.15,2751.65,2755.81,2710.05,46877960
20111110 000000,2720.84,2699.59,2729.57,2698.31,51173702
20111111 000000,2705.24,2695,2713.91,2685.1,36636696
