Date,Open,Close,High,Low,Volume
20100323 000000,2319.198,2292.004,2321.26,2290.43,16566254
20100324 000000,2298.883,2291.833,2313.43,2289.11,16356315
20100325 000000,2286.613,2259.141,2286.61,2253.61,15898123
20100326 000000,2257.402,2292.673,2302.51,2253.84,19775343
20100329 000000,2309.916,2363.976,2368.7,2306.28,39014103
20100330 000000,2364.79,2368.51,2372.79,2355.32,18645035
20100331 000000,2370.827,2350.818,2372.56,2345.85,20562426
20100401 000000,2352.997,2376.597,2381.39,2353,23382671
20100402 000000,2382.545,2379.194,2386.14,2370.66,22423640
20100406 000000,2391.253,2378.575,2403.82,2367.1,21419648
20100407 000000,2376.778,2362.281,2377.11,2349.51,17687715
20100408 000000,2358.179,2325.672,2358.18,2316.71,21266808
20100409 000000,2327.264,2345.754,2346.39,2322.47,15695330
20100412 000000,2350.116,2317.383,2353.79,2301.65,25569911
20100413 000000,2316.994,2364.837,2368.912,2315.279,29195775
20100414 000000,2367.002,2366.611,2371.07,2352.84,20661062
20100415 000000,2370.197,2366.572,2374.56,2343.24,21401638
20100416 000000,2361.339,2329.12,2361.34,2328.23,16691811
20100419 000000,2296.882,2210.82,2296.88,2208.77,36489587
20100420 000000,2214.309,2204.812,2224.73,2180.4,23760792
20100421 000000,2207.499,2238.501,2239.29,2189.97,23823032
20100422 000000,2224.325,2196.224,2224.32,2186.29,26808632
20100423 000000,2195.405,2185.155,2208.8,2169.47,23238219
20100426 000000,2190.095,2170.319,2197.59,2168.39,17957054
20100427 000000,2165.936,2131.841,2165.94,2103.42,26412155
20100428 000000,2115.675,2126.529,2137.43,2103.72,16215434
20100429 000000,2139.995,2124.735,2156.08,2123.86,16745069
20100430 000000,2133.069,2149.453,2150.03,2114.12,21167687
20100504 000000,2103.673,2109.812,2130.76,2096.12,15831379
20100505 000000,2078.193,2110.045,2110.78,2051.19,24258194
20100506 000000,2089.653,2007.012,2089.65,2005.06,22747337
20100507 000000,1969.623,1980.168,2012.97,1956.83,25768834
20100510 000000,1987.1,2007.522,2016.86,1968,19269364
20100511 000000,2048.249,1967.66,2051.27,1957.76,24275437
20100512 000000,1956.506,2001.131,2002.81,1943.52,23270242
20100513 000000,1999.107,2041.556,2044.83,1996.95,24686011
20100514 000000,2024.617,2019.73,2035.41,2012.49,15917537
20100517 000000,1994.469,1927.692,1994.47,1924.04,21238602
20100518 000000,1928.987,1968.37,1977.14,1919.07,21972601
20100519 000000,1952.915,1956.22,1986.6,1932.83,18220323
20100520 000000,1939.496,1925.244,1971.26,1920.99,16142739
20100521 000000,1879.261,1943.429,1944.7,1874.32,20986633
20100524 000000,1955.069,2007.763,2017.32,1955.07,29445827
20100525 000000,1992.166,1958.458,1994.19,1950.64,20905385
20100526 000000,1962.926,1957.943,1974.79,1948.4,13853299
20100527 000000,1952.966,1982.952,1987.88,1927.67,18994763
20100528 000000,2001.195,1973.622,2005.4,1964.41,18592046
20100531 000000,1961.699,1926.109,1975.59,1924.89,17579680
20100601 000000,1916.623,1911.432,1938.18,1895.91,18327618
20100602 000000,1897.577,1907.902,1908.54,1876.2,16811038
20100603 000000,1915.154,1895.147,1927.4,1894.36,14826241
20100604 000000,1884.428,1894.45,1899.23,1877.7,12625098
20100607 000000,1863.674,1853.363,1873.27,1843.41,15654783
20100608 000000,1853.582,1845.13,1866.91,1829.44,13019611
20100609 000000,1854.097,1906.896,1914.08,1829.55,24653626
20100610 000000,1882.6,1873.824,1891.96,1871.99,14741799
20100611 000000,1884.505,1883.196,1901.24,1880.63,13343454
20100617 000000,1897.62,1882.133,1901.57,1881.67,10647994
20100618 000000,1881.852,1870.871,1900.47,1865.33,14148447
20100621 000000,1880.127,1933.616,1938.74,1873.69,24043239
20100622 000000,1926.629,1930.002,1937.96,1920.52,13307347
20100623 000000,1921.401,1913.626,1933.36,1898.27,12421723
20100624 000000,1907.911,1914.646,1935.86,1902.05,10631076
20100625 000000,1905.805,1915.91,1927.23,1901,12540102
20100628 000000,1915.296,1910.469,1931.51,1907.34,11154788
20100629 000000,1911.171,1833.037,1914.9,1832.25,20679335
20100630 000000,1821.814,1819.109,1830.62,1810.58,14235271
20100701 000000,1814.567,1799.881,1826.52,1798.2,11908188
20100702 000000,1798.355,1812.58,1817.28,1771.49,18202857
20100705 000000,1795.477,1797.66,1811.33,1776.38,12620199
20100706 000000,1793.245,1826.395,1826.62,1790.86,15911413
20100707 000000,1822.331,1829.557,1829.81,1810.53,11516354
20100708 000000,1837.237,1828.131,1846.43,1822.32,11653019
20100709 000000,1830.285,1870.303,1883.43,1815.58,20759794
20100712 000000,1868.42,1887.67,1897.63,1859.51,21151384
20100713 000000,1867.309,1859.152,1869.04,1848.55,14869553
20100714 000000,1863.747,1873.038,1893.68,1863.44,17639372
20100715 000000,1870.365,1840.668,1890.75,1839.97,14663864
20100716 000000,1833.996,1839.219,1844.4,1818.18,11699944
20100719 000000,1822.443,1878.528,1884.63,1818.52,17298344
20100720 000000,1880.249,1909.965,1915.49,1880.24,25534642
20100721 000000,1912.203,1914.33,1925.48,1903.3,22598169
20100722 000000,1906.929,1933.877,1936.23,1903.99,20474079
20100723 000000,1937.373,1945.451,1956.42,1932.09,24244735
20100726 000000,1948.629,1951.87,1955.67,1929.85,16492319
20100727 000000,1945.04,1936.074,1947.41,1931.19,15153538
20100728 000000,1937.858,1983.628,1986.26,1929.8,29965625
20100729 000000,1984.464,1993.87,2002.11,1979.04,39767298
20100730 000000,1990.454,1986.76,1991.34,1972.57,22568681
20100802 000000,1984.124,2015.655,2019.25,1982.75,26278985
20100803 000000,2019.66,1978.414,2022.55,1978.07,28901221
20100804 000000,1975.738,1981.525,1988.31,1948.91,24720109
20100805 000000,1980.775,1954.336,1980.78,1945.38,23856874
20100806 000000,1953.063,1979.228,1980.85,1934.57,24000152
20100809 000000,1974.97,1988.02,1992.43,1968.2,25438240
20100810 000000,1989.549,1934.587,1991.9,1933.72,29379587
20100811 000000,1930.361,1939.844,1950.79,1928.3,20605593
20100812 000000,1924.716,1914.451,1941.68,1911.68,20849034
20100813 000000,1915.811,1930.671,1931.71,1902.63,22700824
20100816 000000,1926.391,1971.295,1974.72,1920.46,27933266
20100817 000000,1974.685,1979.789,1984.49,1965.45,25405548
20100818 000000,1982.294,1974.664,1997.45,1971.46,24911410
20100819 000000,1979.219,1994.162,2005.3,1972.05,28625528
20100820 000000,1985.583,1967.061,1998.42,1964,25983198
20100823 000000,1963.312,1962.778,1982.47,1957.8,15391575
20100824 000000,1959.61,1960.055,1979.71,1938.68,19262214
20100825 000000,1948.457,1914.997,1954.945,1914.763,22408604
20100826 000000,1922.9,1914.64,1930.21,1907.46,14349990
20100827 000000,1914.21,1917.58,1919.07,1903.91,12438200
20100830 000000,1926.11,1942.56,1948.42,1922.92,21733148
20100831 000000,1935.41,1923.91,1935.52,1916.72,20615551
20100901 000000,1927.72,1917.33,1949.93,1905.73,25068574
20100902 000000,1941.09,1935.92,1945.51,1928.54,21665393
20100903 000000,1937.85,1929.19,1938.12,1913.41,23314743
20100906 000000,1938.54,1975.68,1977.66,1936.5,33440164
20100907 000000,1979.29,1973.14,1983.51,1962.79,22754795
20100908 000000,1963.63,1956.33,1963.63,1946.04,25630141
20100909 000000,1957.96,1918.29,1957.96,1915.09,25681933
20100910 000000,1920.09,1915.65,1926.82,1897.95,19363246
20100913 000000,1914.38,1922.14,1936.08,1906.86,21881475
20100914 000000,1928.09,1925.01,1939.82,1918.17,22286882
20100915 000000,1926.5,1893.03,1926.5,1889.07,21820846
20100916 000000,1890.26,1858.45,1895.13,1845.07,27213402
20100917 000000,1864.72,1857.31,1869.01,1852.24,17299194
20100920 000000,1859.42,1860.85,1873.71,1844.16,15786515
20100921 000000,1868.26,1864.41,1873.35,1858.75,10805762
20100927 000000,1869.98,1881.55,1882.31,1863.43,17452466
20100928 000000,1876.49,1863.88,1876.53,1860.68,22617556
20100929 000000,1859.76,1868.75,1889.79,1859.14,23317897
20100930 000000,1858.45,1913.11,1914.24,1856.82,27269776
20101008 000000,1933.42,1990.01,1997.49,1932.59,40587646
20101011 000000,2005.7,2066.95,2084.3,2005.7,67745275
20101012 000000,2058.09,2091.78,2094.74,2047.91,49720064
20101013 000000,2093.46,2125.61,2126.52,2088.95,54515132
20101014 000000,2152.86,2160.84,2201.64,2152.86,87552222
20101015 000000,2148.92,2254.39,2255.57,2144.2,96786741
20101018 000000,2270.41,2241.72,2321.69,2238.57,97337631
20101019 000000,2236.99,2278.35,2278.58,2219.61,52260311
20101020 000000,2240.74,2285.21,2320.81,2239.04,68126853
20101021 000000,2287.37,2245.25,2290.77,2228.04,48696229
20101022 000000,2234.37,2231.06,2255.69,2212.61,38968191
20101025 000000,2232.01,2294.45,2295.11,2206.86,50918144
20101026 000000,2300.7,2272.21,2310.01,2255.13,54846276
20101027 000000,2259.7,2225.37,2291.62,2222.1,42904188
20101028 000000,2216.27,2224.24,2237.68,2204.52,35011993
20101029 000000,2226.72,2189.48,2228.12,2180.86,35928666
20101101 000000,2198.47,2238.47,2238.47,2198.47,42287250
20101102 000000,2248.01,2231.7,2265.4,2205.95,52493870
20101103 000000,2232.32,2226.47,2258.46,2203.32,52267842
20101104 000000,2230.84,2254.76,2259.24,2228.05,43384678
20101105 000000,2298.53,2279,2308.04,2263.27,53046661
20101108 000000,2287.5,2289.96,2294.69,2270.25,41459774
20101109 000000,2290.75,2257.35,2290.75,2244.08,43644495
20101110 000000,2242.61,2226.16,2242.61,2210.3,42990710
20101111 000000,2227.06,2252.28,2278.76,2218.57,52977511
20101112 000000,2234.78,2130.58,2248.28,2126.78,63168884
20101115 000000,2135.51,2126.7,2144.08,2086.19,44828125
20101116 000000,2120.95,2032.5,2120.95,2028.59,39717530
20101117 000000,2004.74,2013.61,2047.18,2001.39,31523321
20101118 000000,2032.62,2037.46,2046.17,2010.35,25263442
20101119 000000,2048.43,2039.44,2049.36,1978.69,31195697
20101122 000000,2015.83,2019.67,2037.83,2010.07,26986956
20101123 000000,2009.8,1981.26,2009.8,1957.08,26700644
20101124 000000,1972.32,2014.16,2026.29,1972.32,28054803
20101125 000000,2024.25,2041.34,2042.02,1997.9,28895497
20101126 000000,2034.15,2018.4,2040.98,2008.6,21442050
20101129 000000,2008.98,2011.9,2023.86,1997.33,18463577
20101130 000000,2010.07,1979.89,2021.27,1943.39,27781638
20101201 000000,1975.82,1984.31,1992.46,1968.32,15097741
20101202 000000,2016.16,1998.15,2019.87,1997.23,21974719
20101203 000000,2003.91,2008.12,2014.91,1994.92,16202816
20101206 000000,2016.11,2032.03,2038.88,2011.27,22989175
20101207 000000,2023.52,2046.72,2056.06,2000.19,22717462
20101208 000000,2040.02,2018.46,2050.75,2016.06,21999582
20101209 000000,2007.77,1996.38,2026.28,1994.45,25003675
20101210 000000,1988.07,2021.65,2026.64,1985.18,22109628
20101213 000000,2027.45,2074.33,2074.57,2021.81,38802108
20101214 000000,2078.2,2069.92,2084.19,2064.18,30703315
20101215 000000,2070.05,2054.02,2076.33,2052.27,25431755
20101216 000000,2053.03,2036.55,2056.49,2032.81,21210969
20101217 000000,2036.51,2032.14,2036.85,2023.89,15554315
20101220 000000,2039.29,1999.53,2045.03,1969.98,23815164
20101221 000000,2004.18,2049.22,2052.55,1996.78,27631616
20101222 000000,2051.8,2021.98,2057.98,2012.64,23683018
20101223 000000,2018.4,2017.67,2048.99,2008.05,23418816
20101224 000000,2003.82,2013.25,2025.04,1994.43,21113643
20101227 000000,2028.55,1977.69,2045.23,1974.28,27810872
20101228 000000,1969.45,1950.33,1979.16,1949,21544082
20101229 000000,1954.47,1953.33,1960.15,1936.27,18613057
20101230 000000,1954.09,1946.52,1957.64,1925.23,22791942
20101231 000000,1949.26,1977.37,1978.04,1946.34,25632224
20110104 000000,1994.36,2015.11,2021.93,1985.32,32892510
20110105 000000,1999.18,1999.22,2011.51,1993.21,28873168
20110106 000000,1999.75,1984.28,2010.56,1978.82,20918601
20110107 000000,1983.23,2006.37,2035.88,1969.32,39593447
20110110 000000,2001.4,1975.74,2019.71,1973.8,27527538
20110111 000000,1969.49,1999.76,2004.03,1968.22,25144175
20110112 000000,2006.05,2017.15,2021.37,1987.42,26308610
20110113 000000,2024.7,2014.17,2026.15,2007.95,22306953
20110114 000000,2005.31,1982.62,2006.65,1978.5,20533743
20110117 000000,1968.95,1918.42,1978.14,1912.07,27484599
20110118 000000,1915.76,1923.69,1929.77,1905.46,16923493
20110119 000000,1923.54,1953.35,1954.29,1913.11,19264884
20110120 000000,1947.81,1895,1947.81,1894.38,21318548
20110121 000000,1890.76,1925.84,1959.97,1890.76,30299856
20110124 000000,1926.39,1911.75,1937.38,1905.7,25725740
20110125 000000,1910.22,1911.31,1921.54,1899.06,19698577
20110126 000000,1912.34,1926.04,1929.32,1910.66,14640722
20110127 000000,1911.1,1949.37,1954.92,1899.9,30547123
20110128 000000,1944.4,1945.14,1952.84,1929.88,23760260
20110131 000000,1944.74,1964.11,1965.56,1941.08,22762216
20110201 000000,1968.71,1968.69,1972.99,1959.32,17292542
20110209 000000,1958.25,1943,1976.76,1940.38,19742396
20110210 000000,1939.72,1975.98,1977.01,1932.13,20046924
20110211 000000,1972.44,1976.47,1982.39,1964.99,25333905
20110214 000000,1976.28,2047.69,2053.02,1976.28,48887723
20110215 000000,2050.02,2042.64,2070.94,2040.91,42065145
20110216 000000,2038.4,2051.49,2051.82,2023.86,32817023
20110217 000000,2054.88,2046.97,2065.77,2035.37,28836922
20110218 000000,2043.68,2030.32,2047.89,2025.34,23250147
20110221 000000,2019.56,2046.08,2046.74,2017.64,27144923
20110222 000000,2051.81,1991.01,2053.33,1989.73,38014085
20110223 000000,1984.12,1995.68,1998.09,1981.19,25538092
20110224 000000,1993.88,2002.83,2008.89,1985.8,23005708
20110225 000000,2003.4,2006.66,2019.45,1985.77,21377672
20110228 000000,2009.08,2021.85,2023.89,1990.58,22939606
20110301 000000,2022.72,2035.36,2048.98,2020.53,31027443
20110302 000000,2024.22,2040.89,2050.16,2019.48,30908063
20110303 000000,2046.3,2051.65,2083.24,2042.15,49165831
20110304 000000,2053.01,2080.14,2083.29,2049.74,32055863
20110307 000000,2092.32,2123.28,2127.1,2092.32,45597237
20110308 000000,2123.75,2123.78,2135.85,2108.04,30339103
20110309 000000,2129.7,2120.21,2139.24,2113.53,26517957
20110310 000000,2114.49,2071.72,2114.49,2070.47,28888867
20110311 000000,2061.77,2049.11,2075.38,2044,21199120
20110314 000000,2045.67,2053.52,2056.91,2039.59,18541106
20110315 000000,2045.42,2018.39,2045.42,1989.65,30865228
20110316 000000,2021.2,2048.93,2053.4,2021.2,23318580
20110317 000000,2030.7,2023.05,2047.41,2016.11,25812505
20110318 000000,2043.25,2034.48,2048.36,2030.16,21058400
20110321 000000,2040.1,2036.23,2051.27,2028.42,19841001
20110322 000000,2044.49,2054.75,2059.92,2022.68,21024725
20110323 000000,2052.5,2074.81,2077.71,2048.35,24779272
20110324 000000,2077.84,2064.17,2080.63,2063.12,18927570
20110325 000000,2067.46,2096.29,2105.18,2066.91,32835684
20110328 000000,2105.09,2103.04,2126.53,2100.98,35247678
20110329 000000,2105.21,2097.56,2130.06,2093.36,39787468
20110330 000000,2097.95,2101.44,2113.39,2085.08,29059561
20110331 000000,2102.7,2083.75,2109.33,2076.54,22594957
20110401 000000,2086.98,2126.45,2126.83,2085.86,24984207
20110406 000000,2130.08,2175.78,2180.98,2130.08,52801484
20110407 000000,2178.56,2174.4,2185.26,2165.82,34750743
20110408 000000,2172.26,2185.32,2187.55,2167.69,27381492
20110411 000000,2191.93,2175.96,2212.45,2174.44,40760983
20110412 000000,2167.72,2165.83,2182.06,2153.4,33721693
20110413 000000,2153.93,2199.23,2199.23,2146.07,31106267
20110414 000000,2200.4,2190.15,2209.29,2186.2,35239345
20110415 000000,2183.45,2201.09,2214.84,2176.99,28804443
20110418 000000,2192.29,2201.37,2214.52,2186.55,30167247
20110419 000000,2186.18,2151.96,2186.18,2151.8,26223312
20110420 000000,2156.08,2144.27,2162.11,2134.83,24734854
20110421 000000,2158.22,2160.7,2173.17,2149.91,23165389
20110422 000000,2161.22,2151.67,2169.49,2145.39,21641855
20110425 000000,2147.59,2127.46,2149.05,2122.88,24263882
20110426 000000,2123.06,2118.33,2134.94,2111.58,20963315
20110427 000000,2127.47,2113.01,2138.17,2101.09,23240354
20110428 000000,2128.13,2111.49,2150.8,2109.83,26007246
20110429 000000,2110.78,2113.87,2116,2084.65,21660712
20110503 000000,2111.23,2114.42,2117.83,2092.86,16853463
20110504 000000,2101.63,2056.7,2103.28,2052.9,23518897
20110505 000000,2045.5,2050.07,2056.72,2036.97,21014900
20110506 000000,2026.89,2037.75,2053.7,2021.98,17256440
20110509 000000,2041.35,2036.76,2051.99,2029.48,13194346
20110510 000000,2040.69,2057.67,2058.19,2033.47,11707781
20110511 000000,2056.74,2048.34,2062.9,2041.07,13604740
20110512 000000,2035.24,2021.28,2044.59,2020.42,13910164
20110513 000000,2024.38,2043.26,2043.98,2012.38,17152647
20110516 000000,2036.32,2019.54,2047.48,2017.91,13994318
20110517 000000,2018.3,2033.78,2049.81,2009.56,15740505
20110518 000000,2029.26,2053.64,2059.16,2026.72,13509710
20110519 000000,2059.66,2046.11,2065.96,2043.66,12623062
20110520 000000,2046.07,2052.54,2059.69,2043.92,12097915
20110523 000000,2047.77,1993.07,2047.77,1990.86,19832718
20110524 000000,1989.83,1995.27,1999.39,1986.33,13622921
20110525 000000,1993.1,1971.1,1997.44,1969.74,13896082
20110526 000000,1985.57,1974.33,1990.76,1972.47,11862354
20110527 000000,1976.65,1976.69,1993.7,1973.48,15024425
20110530 000000,1974.54,1980.74,1993.79,1968.3,13190038
20110531 000000,1983.16,2010.56,2011.31,1977.9,14038109
20110601 000000,2005,2002.66,2007.09,1997.88,13459458
20110602 000000,1982.85,1963.05,1991.9,1943.97,22295702
20110603 000000,1959.04,1974.95,1978.99,1958.3,13177429
20110607 000000,1968.17,1984.45,1986.12,1965.21,11121255
20110608 000000,1985.06,1980.67,1985.06,1956.31,13904867
20110609 000000,1974.11,1947.88,1977.51,1947.58,14906275
20110610 000000,1945.1,1951.03,1953.9,1930.34,13308915
20110613 000000,1936.06,1945.72,1950.31,1924.94,13154942
20110614 000000,1944.23,1970.1,1977.13,1939.47,21585257
20110615 000000,1963.98,1952.08,1971.24,1951.28,14629167
20110616 000000,1938.99,1927.05,1942.81,1925.98,13486862
20110617 000000,1926.44,1912.38,1935.56,1910.99,14969506
20110620 000000,1910.29,1904.8,1915.54,1896.98,15165620
20110621 000000,1910.5,1923.82,1925.15,1906.8,15589255
20110622 000000,1927.11,1923.56,1932.55,1913.72,13777196
20110623 000000,1916.97,1950.87,1956.75,1911.84,16368103
20110624 000000,1940.09,1997.3,2009.96,1938.33,31247138
20110627 000000,1994.99,1994.58,2007.78,1984.9,20516601
20110628 000000,1996.23,1993.72,1998.56,1975.63,17375925
20110629 000000,1991.47,1960.77,1992,1959.56,20461469
20110630 000000,1965.06,1989.43,2003.64,1965.06,22097969
20110701 000000,1994.09,1986.03,2002.04,1978.46,20329962
20110704 000000,1996.26,2033.85,2035.74,1996.26,28501545
20110705 000000,2034.81,2029.62,2040.09,2018.53,24088427
20110706 000000,2025.4,2017.17,2025.4,1997.99,22343952
20110707 000000,2030.04,2006.14,2038.12,2005.44,27595062
20110708 000000,2010.52,2014.73,2026.11,2002.25,19569026
20110711 000000,2006.07,2010.69,2015.5,1996.02,15700922
20110712 000000,1994.94,1968.08,1994.94,1966.47,19624801
20110713 000000,1973.08,1998.41,2003.81,1973.08,20243312
20110714 000000,2002.46,2005.75,2012.39,1992.82,22350139
20110715 000000,1998.58,2012.03,2014.25,1992.2,20772349
20110718 000000,2013.46,2002.83,2014.71,1996.78,19234450
20110719 000000,1994.38,1988.3,1997.52,1983.96,18934542
20110720 000000,1999.84,1983.67,2002.2,1974.37,15857211
20110721 000000,1984.75,1961.3,1989.42,1959.85,16302293
20110722 000000,1966.12,1964.83,1974.49,1959.76,12873319
20110725 000000,1954.31,1909.81,1955.19,1904.44,24480686
20110726 000000,1909.33,1914.15,1919.61,1904.56,14066929
20110727 000000,1905.04,1918.79,1920.32,1899.2,17164597
20110728 000000,1902.93,1900.22,1906.67,1886.9,17169583
20110729 000000,1901.95,1908.21,1926.19,1885.62,18469802
20110801 000000,1905.9,1909.95,1919.88,1898.37,12165634
20110802 000000,1897.2,1894.32,1897.2,1874.56,12529351
20110803 000000,1879.82,1893,1901.71,1877.49,12677866
20110804 000000,1898.45,1895.43,1911.51,1890.91,10030752
20110805 000000,1849.91,1850.14,1863.63,1841.01,18228960
20110808 000000,1832.66,1794.43,1848.51,1769.99,28642386
20110809 000000,1752.74,1801.82,1810.86,1741.1,28976201
20110810 000000,1832.09,1814.67,1837.42,1810.45,22275996
20110811 000000,1789.96,1840.29,1843.14,1789.23,20981100
20110812 000000,1848.13,1838.16,1850,1833.89,16870138
20110815 000000,1842.12,1872.39,1872.79,1831.98,18818715
20110816 000000,1873,1862.89,1886.23,1856.97,18205039
20110817 000000,1863.17,1858.3,1873.35,1855.28,12839831
20110818 000000,1861.29,1824.86,1863.29,1822.19,13761736
20110819 000000,1798.81,1806.28,1811.87,1792.46,16766318
20110822 000000,1808.06,1790.14,1820.52,1782.97,12387369
20110823 000000,1797.19,1821.19,1821.44,1788.08,12680405
20110824 000000,1828.04,1806.79,1832.24,1802.45,12932481
20110825 000000,1813.09,1878.48,1878.68,1811.36,33100518
20110826 000000,1867.32,1876.33,1879.61,1858.33,17999115
20110829 000000,1856.74,1836.88,1856.74,1833.61,17713797
20110830 000000,1850.99,1835.07,1871.64,1831.44,16731186
20110831 000000,1836.98,1841.54,1847.58,1826.71,12003855
20110901 000000,1845.46,1840.37,1859.82,1834.7,11876163
20110902 000000,1836.2,1820.68,1841.75,1811.27,11404027
20110905 000000,1805.89,1786.46,1805.89,1783.95,12839515
20110906 000000,1776.81,1779.52,1789.03,1770.37,12083635
20110907 000000,1787.09,1813.86,1816.15,1781.79,12641629
20110908 000000,1820.11,1799.78,1820.42,1798.99,8883493
20110909 000000,1809.51,1800.93,1827.47,1791.9,11038680
20110913 000000,1775.22,1783.18,1787.73,1768.88,10984081
20110914 000000,1789.87,1787.11,1792.99,1753.56,12465577
20110915 000000,1787.09,1779.68,1799.11,1779.32,12650526
20110916 000000,1790.31,1784.93,1798.02,1778.85,10598144
20110919 000000,1772.29,1749.7,1772.29,1749.22,11173488
20110920 000000,1748.2,1757.64,1766.06,1740.91,9603734
20110921 000000,1758.73,1808.37,1814.55,1749.38,20566627
20110922 000000,1790.7,1750.61,1797.34,1749.69,17384537
20110923 000000,1726.31,1740.32,1748.26,1714.21,17192883
20110926 000000,1724.03,1689.93,1743.79,1684.84,16031800
20110927 000000,1708,1710.99,1721.16,1697.27,13166515
20110928 000000,1722.61,1695.84,1725.97,1690.84,12167434
20110929 000000,1684.82,1689.54,1703.83,1679.2,13532896
20110930 000000,1693.46,1684.5,1702.78,1678.42,13486790
20111010 000000,1688.41,1669.35,1693.16,1666.1,11448922
20111011 000000,1720.15,1675.42,1726.43,1659.73,19114804
20111012 000000,1666.8,1737.36,1739.32,1657.35,27283618
20111013 000000,1732.07,1746.94,1751.29,1726.78,21101851
20111014 000000,1741.89,1745.21,1749.02,1726.59,13481832
20111017 000000,1748.08,1757.06,1770.26,1744.13,13995038
20111018 000000,1742.09,1709.28,1746.97,1705.92,15433243
20111019 000000,1715.15,1708.95,1729.23,1706.56,12019614
20111020 000000,1698.78,1674.03,1702.74,1660.89,15354191
20111021 000000,1675.78,1676.1,1691.97,1670.21,12411519
20111024 000000,1683.71,1729.03,1732.73,1677.72,21147411
20111025 000000,1726.16,1751.68,1758.25,1714.41,22395285
20111026 000000,1744.34,1765.63,1784.97,1742.51,26964187
20111027 000000,1770.38,1774.51,1779.52,1765,17112432
20111028 000000,1800.86,1807.06,1827.02,1796.75,29939992
20111031 000000,1802.84,1792.05,1804.65,1783.87,17449738
20111101 000000,1777.46,1795.39,1817.01,1774.66,19116514
20111102 000000,1769.67,1825.45,1826.5,1767.07,22480139
20111103 000000,1831.14,1819.04,1842.77,1817.84,27006072
20111104 000000,1837.83,1831.76,1843.95,1823.57,20621639
20111107 000000,1822.94,1809.8,1831.18,1807.6,14762364
20111108 000000,1815.86,1808.61,1824.78,1806.23,16541326
20111109 000000,1816.96,1821.76,1827.78,1799.31,15698569
20111110 000000,1801.06,1781.91,1806.33,1781.15,17430390
20111111 000000,1785.55,1779.51,1792.47,1773.25,11708221
