date,open,high,close,low,volume,amount,intraday_return,daily_return,open_return
2010-02-04,3206.4309999999996,3242.5190000000002,3218.802,3190.437,5897272800,75466555392,0.003858183756332368,-0.0036874190388195833,-0.007516602362016012
2010-02-05,3147.7209999999995,3177.42,3153.087,3129.921,5910584400,73693134848,0.0017047254188031406,-0.020415980852503554,-0.02208306071637851
2010-02-08,3152.2529999999997,3172.3059999999996,3150.988,3133.808,3735595200,47902429184,-0.0004013002763419918,-0.0006656968234622641,-0.00026450269212371474
2010-02-09,3147.761,3178.947,3169.19,3144.478,3595316000,45222662144,0.006807696009957582,0.005776600862967497,-0.0010241232273813362
2010-02-10,3195.1420000000003,3214.4559999999997,3214.13,3182.8340000000003,3421989600,48152145920,0.005942771870545919,0.014180279503595574,0.00818884320599277
2010-02-11,3216.688,3238.349,3220.3979999999997,3207.165,3579105200,46999711744,0.0011533602264190937,0.0019501389178407762,0.0007958607772554292
2010-02-12,3232.8790000000004,3253.196,3251.278,3228.738,3405824000,46703218688,0.0056912120744387375,0.009588876902792795,0.0038756079217539814
2010-02-22,3248.947,3261.949,3233.345,3232.784,3828377200,49981333504,-0.0048021712881128305,-0.005515677219850162,-0.0007169488428856826
2010-02-23,3225.393,3225.393,3198.634,3152.934,4274289600,62386077696,-0.008296353343608055,-0.010735322089043943,-0.002459372569274164
2010-02-24,3177.0820000000003,3244.816,3244.4829999999997,3165.133,4998943600,64414097408,0.021214749886845657,0.014333931296922281,-0.006737876230915972
2010-02-25,3252.153,3294.1440000000002,3292.1279999999997,3249.329,6758661600,89485803520,0.012291857117423415,0.01468492823047616,0.0023640130029961856
2010-02-26,3286.095,3301.1490000000003,3281.6659999999997,3273.6929999999998,5210728800,70171664384,-0.0013478003526982902,-0.003177883727485684,-0.0018325532907590173
2010-03-01,3290.007,3330.3779999999997,3324.423,3287.5559999999996,6050452000,81205690368,0.010460768016602917,0.013029052926166181,0.0025416968088770612
2010-03-02,3327.103,3339.8940000000002,3311.236,3299.685,5703437600,76233990144,-0.00476901376362565,-0.003966703394844729,0.0008061549327508236
2010-03-03,3313.0229999999997,3335.6540000000005,3335.0809999999997,3293.9159999999997,6062273200,78442135552,0.006657967662765998,0.007201238449932231,0.0005396776309510428
2010-03-04,3338.6740000000004,3345.909,3250.573,3244.978,6934680800,89462915072,-0.0263880211125736,-0.025339114702161603,0.0010773351531794151
2010-03-05,3253.164,3276.403,3259.764,3239.677,4562913600,59621179392,0.0020287941216612223,0.0028275014897374273,0.0007970902360907906
2010-03-08,3268.397,3293.93,3286.178,3258.034,4154087600,54686556160,0.005440281581460254,0.008103040588214287,0.002648351230334408
2010-03-09,3285.62,3322.506,3305.863,3255.982,5419948800,71971299328,0.006161089839969302,0.005990241551127159,-0.00016980212270911458
2010-03-10,3304.0359999999996,3321.0809999999997,3279.6940000000004,3267.761,4642108000,61760430080,-0.007367353140219777,-0.007915936020337024,-0.0005526544808421358
2010-03-11,3282.199,3303.488,3276.705,3251.704,4748775200,63732658176,-0.001673877787422439,-0.000911365511538725,0.0007637907682849845
2010-03-12,3277.309,3284.263,3233.1259999999997,3232.117,3995734400,52611211264,-0.013481487403232482,-0.013299640950283952,0.00018433151595894937
2010-03-15,3231.216,3234.821,3183.183,3171.803,3784430400,49219899392,-0.014865301484023322,-0.015447279196665938,-0.0005907595311781398
2010-03-16,3183.775,3204.289,3203.9709999999995,3169.098,3084778000,41510424576,0.006343413086665816,0.006530570187136446,0.00018597736919306814
2010-03-17,3214.216,3273.998,3273.9159999999997,3207.2709999999997,4580093600,62587396096,0.01857373617703347,0.021830721938494505,0.0031975944850937623
2010-03-18,3277.883,3295.368,3267.555,3256.593,4694801200,62509129728,-0.0031508141077640586,-0.0019429331723843485,0.0012116987729679377
2010-03-19,3270.978,3296.4109999999996,3293.8709999999996,3251.136,4606218800,62114230272,0.006998824204870706,0.008053728246349276,0.001047572267337575
2010-03-22,3297.824,3313.922,3302.6279999999997,3288.506,4943946400,65652977664,0.0014567181268617224,0.0026585740607328163,0.0012001077152081637
2010-03-23,3305.554,3309.12,3275.573,3272.921,4653953600,62145531904,-0.009069886621123183,-0.008191961068579277,0.0008859611194480232
2010-03-24,3282.052,3298.5429999999997,3276.6690000000003,3271.033,4454796800,58330300416,-0.001640132453720968,0.0003345979466800033,0.001977974540637705
2010-03-25,3270.39,3270.39,3229.1279999999997,3222.821,4498428400,58604761088,-0.012616843862658635,-0.014508941855280658,-0.0019162753393768032
2010-03-26,3226.8,3285.388,3275.002,3220.594,4744496400,61592842240,0.01493801909012017,0.014206312044613981,-0.0007209376649050518
2010-03-29,3295.763,3363.605,3358.54,3293.671,8472491200,110326972416,0.019047789540692108,0.02550777068227745,0.0063392327699341765
2010-03-30,3361.353,3372.265,3366.708,3350.313,5643698000,78682669056,0.0015931084893493835,0.002432009146831695,0.0008375663234620108
2010-04-01,3349.884,3392.4809999999998,3391.935,3349.884,6777267200,92360499200,0.012552971983507468,0.007493076322627285,-0.004997166371422787
2010-04-02,3400.139,3412.2,3407.3459999999995,3391.8059999999996,6907345600,99040763904,0.0021196192273314194,0.004543424328591086,0.002418678423967493
2010-04-06,3422.849,3436.29,3405.145,3386.888,6519171200,93985882112,-0.00517229944996118,-0.0006459572934476179,0.004549875474929935
2010-04-07,3403.0879999999997,3404.5820000000003,3386.949,3369.0170000000003,5401122800,76733161472,-0.004742457438655618,-0.005343678463031651,-0.0006040858759319335
2010-04-08,3381.3059999999996,3381.3059999999996,3346.744,3336.156,6218532000,89317466112,-0.010221494298356743,-0.01187056551486306,-0.001666101261046589
2010-04-09,3348.7729999999997,3379.3979999999997,3379.17,3342.4709999999995,5128056800,75590352896,0.00907705598438604,0.009688819939618905,0.0006062608911824572
2010-04-12,3388.355,3393.5570000000002,3351.478,3330.3,7456515200,105996607488,-0.01088345229469756,-0.00819491176827446,0.002718123089397676
2010-04-13,3350.7259999999997,3401.7070000000003,3391.716,3324.048,7990769600,116440342528,0.01223316976679091,0.012006046287637821,-0.0002243786174339821
2010-04-14,3394.635,3404.5159999999996,3403.7070000000003,3377.437,6030613200,90787569664,0.0026724522665912877,0.00353537855174208,0.0008606263024381534
2010-04-15,3407.025,3412.937,3394.574,3365.881,6105168400,88700231680,-0.003654507965160227,-0.0026832509378745774,0.0009748195129603564
2010-04-16,3388.2859999999996,3388.2859999999996,3356.3320000000003,3348.781,4714036800,67235598336,-0.009430726922107306,-0.011265625672028282,-0.0018523679259902614
2010-04-19,3313.4990000000003,3313.4990000000003,3176.423,3175.441,8841630400,118855974912,-0.04136895770905634,-0.053602861695446265,-0.01276184835111666
2010-04-20,3176.414,3196.6459999999997,3173.3740000000003,3130.96,6413786000,88005967872,-0.0009570540867783492,-0.0009598847508658398,-2.833375781361552e-06
2010-04-21,3178.877,3237.5370000000003,3236.679,3164.765,6692833200,93373374464,0.018183150842262893,0.01994879897547526,0.0017341164325414217
2010-04-22,3222.68,3231.985,3201.5409999999997,3177.7259999999997,7108168800,98970386432,-0.006559447416436048,-0.01085618932245069,-0.004325112252404471
2010-04-23,3198.784,3224.739,3190.0029999999997,3172.578,6125268000,92115673088,-0.0027451056401433804,-0.003603889501961715,-0.0008611478035107492
2010-04-26,3195.4570000000003,3207.715,3171.9970000000003,3168.3740000000003,5089420000,74959118336,-0.007341672881218566,-0.005644508798267401,0.001709716260455126
2010-04-27,3163.1009999999997,3163.1009999999997,3108.409,3060.8540000000003,6529657600,88058363904,-0.017290627140897352,-0.020046677219429963,-0.002804542375040279
2010-04-28,3080.324,3122.115,3097.353,3062.085,4599540800,65484922880,0.005528314553923547,-0.003556803496579774,-0.009035168795354806
2010-04-29,3114.941,3130.696,3060.0640000000003,3059.796,4826097200,69250867200,-0.017617348129547076,-0.012038989420966793,0.00567839700544295
2010-04-30,3060.12,3068.127,3067.365,3014.0690000000004,5447788000,73190883328,0.002367554213560217,0.0023858978112874358,1.8300270843872958e-05
2010-05-04,3005.487,3056.0820000000003,3019.449,2994.921,4124860800,54558605312,0.00464550337432835,-0.015621225384002138,-0.020173014949313076
2010-05-05,2981.777,3036.865,3036.3940000000002,2943.361,5967044000,80835338240,0.018316929803939123,0.005611951054646117,-0.012476448517593781
2010-05-06,3014.907,3014.907,2896.8559999999998,2895.3920000000003,5877041200,81502265344,-0.03915576832054865,-0.04595516919082321,-0.007076486121366357
2010-05-07,2835.8790000000004,2892.533,2836.789,2817.153,6111940000,79147499520,0.0003208881620125028,-0.020735238479233885,-0.02104937214690665
2010-05-10,2842.366,2872.3140000000003,2858.2329999999997,2798.5229999999997,5020917200,64909189120,0.005582321207050652,0.007559250970022622,0.0019659551697358423
2010-05-11,2916.335,2922.125,2800.817,2790.7009999999996,5836348800,73894666240,-0.03961067572826854,-0.020087935448229628,0.020327943873015362
2010-05-12,2781.708,2832.147,2818.16,2756.422,5300227200,64693989376,0.013104179158991444,0.006192121798746526,-0.00682265210472513
2010-05-13,2818.578,2886.972,2886.9109999999996,2811.6609999999996,5514577600,67486535680,0.024243785341402518,0.024395704999006357,0.00014832372895794423
2010-05-14,2865.58,2888.093,2868.0229999999997,2849.241,4249872000,55175290880,0.0008525324716112467,-0.0065426332851965035,-0.007388866508181125
2010-05-17,2828.882,2828.882,2714.715,2712.4440000000004,5216684800,62395514880,-0.04035763951978199,-0.053454243567781556,-0.013647380094232029
2010-05-18,2711.407,2781.845,2771.348,2686.973,5450967200,62746247168,0.0221069725054187,0.020861490064334492,-0.0012185441197326396
2010-05-19,2748.952,2803.695,2762.1740000000004,2723.304,4557622000,54656401408,0.00480983298362438,-0.003310302423224916,-0.008081265867729254
2010-05-20,2739.219,2793.8759999999997,2726.022,2721.072,4217480400,52677914624,-0.004817796605528845,-0.01308824136350588,-0.008310482974642574
2010-05-21,2656.4190000000003,2769.094,2768.7909999999997,2647.597,5447538400,63501807616,0.04230206153472,0.01568916171622965,-0.025532809346366103
2010-05-24,2787.7509999999997,2886.368,2873.469,2787.7509999999997,7450233600,89961881600,0.03074808331160147,0.03780639275409388,0.0068477541280652955
2010-05-25,2851.256,2855.3320000000003,2813.9429999999998,2798.02,5516832800,67954987008,-0.01308651345231719,-0.02071572722726443,-0.007730377463616344
2010-05-26,2814.4440000000004,2839.031,2813.9440000000004,2797.6279999999997,3985856400,48495603712,-0.00017765498265376746,3.553732256333814e-07,0.00017804198592532205
2010-05-27,2808.048,2866.865,2859.9790000000003,2771.586,5344520800,65266774016,0.018493629738523167,0.016359600617496244,-0.002095279792348618
2010-05-28,2885.857,2893.687,2850.302,2835.0690000000004,5153498800,64342503424,-0.012320430291590969,-0.003383591278117823,0.009048318186951617
2010-05-31,2835.3340000000003,2857.4159999999997,2773.264,2772.792,4621685600,56695803904,-0.021891600777897827,-0.027028013171937572,-0.00525137336324356
2010-06-01,2755.284,2782.288,2744.1620000000003,2710.593,4485142400,53230915584,-0.004036607478575654,-0.010493771959683557,-0.006483335160302091
2010-06-02,2729.328,2757.914,2757.527,2700.075,3958702000,46364229632,0.010331847253243315,0.00487033928754927,-0.0054056575377110705
2010-06-03,2769.0959999999995,2787.512,2736.0759999999996,2735.7,3958725600,47143264256,-0.011924469213057252,-0.007779071610178423,0.004195425829012556
2010-06-04,2721.3590000000004,2748.4759999999997,2744.3909999999996,2713.095,3274629200,39858364416,0.008463418461143584,0.003039023769807584,-0.005378871054751108
2010-06-07,2692.8309999999997,2716.401,2695.715,2673.342,3954199200,47062704128,0.0010709918297882302,-0.017736539727757263,-0.018787410394510096
2010-06-08,2694.1059999999998,2720.586,2699.336,2672.058,3514018400,42677104640,0.0019412747679564274,0.0013432428873228956,-0.0005968731857783105
2010-06-09,2711.6420000000003,2787.825,2782.133,2687.3309999999997,6020953200,70710083584,0.02599568822138008,0.030673098865795157,0.004558898929218332
2010-06-10,2755.94,2776.259,2750.0229999999997,2746.107,4290633600,50312245248,-0.0021469988461288603,-0.011541504306228398,-0.009414718850608421
2010-06-11,2766.196,2782.095,2758.866,2755.949,4055858400,48871477248,-0.0026498483838455146,0.003215609469448184,0.005881041722196589
2010-06-17,2778.533,2784.9159999999997,2742.7329999999997,2742.64,3261235600,40293232640,-0.012884496962965775,-0.005847692493945072,0.00712865358447997
2010-06-18,2739.032,2755.842,2696.1659999999997,2686.614,4180834400,50256351232,-0.015650054471798958,-0.01697832052919479,-0.0013493839903481555
2010-06-21,2698.9840000000004,2784.47,2780.663,2686.323,5526148000,62809190400,0.03026286928710938,0.03133968754149422,0.001045187870480032
2010-06-22,2772.886,2795.323,2783.72,2766.4429999999998,3909605200,45207207936,0.0039071205956537096,0.0010993780979571379,-0.002796815004191462
2010-06-23,2768.695,2788.219,2758.495,2734.047,3560035200,41600241664,-0.003684046093917991,-0.009061615392352647,-0.005397453766901713
2010-06-24,2753.712,2783.508,2757.498,2739.8070000000002,2922068200,33772857344,0.001374871446251481,-0.0003614289676072799,-0.0017339165015705673
2010-06-25,2744.1220000000003,2759.445,2736.2870000000003,2715.655,3067178200,34649178112,-0.002855193755962758,-0.007692117999722859,-0.004850774143807085
2010-06-28,2734.507,2751.455,2716.777,2710.087,2771004400,31198277632,-0.006483801284838553,-0.0071301000224027,-0.0006505165576564884
2010-06-29,2717.465,2724.2309999999998,2592.019,2591.694,4875855200,50635968512,-0.04616287606280131,-0.04592132515845072,0.0002532412487296903
2010-07-01,2557.92,2574.098,2526.071,2524.573,3285764600,32478457856,-0.012451132169888097,-0.025442714733186704,-0.013155381962863586
2010-07-02,2523.035,2542.1220000000003,2534.105,2462.202,4491410000,43367317504,0.004387572903269342,0.00318043317072248,-0.0012018664558518183
2010-07-05,2507.354,2529.425,2512.651,2476.49,3217857400,30922299392,0.002112585618145673,-0.008466105390266062,-0.01055638973128588
2010-07-06,2504.869,2563.411,2562.902,2502.931,3971476000,38976835584,0.02316807785157623,0.01999919606821648,-0.003097127297026009
2010-07-07,2561.106,2580.6079999999997,2580.4770000000003,2548.5589999999997,3572090800,37059899392,0.0075635291940279285,0.0068574608002960205,-0.0007007681136461018
2010-07-08,2591.509,2602.23,2575.9210000000003,2564.638,3405696800,35348758528,-0.006015028309760737,-0.0017655650486324969,0.004275178581324188
2010-07-09,2578.555,2662.163,2647.1040000000003,2557.259,5849304400,61470068736,0.026584269096451476,0.027633999645175447,0.0010225468871132147
2010-07-12,2647.421,2689.809,2676.218,2636.6479999999997,5846249200,63462260736,0.010877378399582095,0.010998434515606328,0.0001197535117621191
2010-07-13,2649.658,2649.658,2634.593,2618.34,4322850400,45125107712,-0.005685639429692456,-0.015553665658029354,-0.009924453090144355
2010-07-14,2640.925,2684.616,2653.6090000000004,2640.542,4668886000,49497108480,0.004802862633357705,0.0072178131498871105,0.002403407281504329
2010-07-15,2650.3340000000003,2680.442,2608.519,2607.788,4044046000,41444712448,-0.015777256753299964,-0.016991953222950554,-0.001234168259152004
2010-07-16,2597.0,2621.3320000000003,2616.1279999999997,2573.794,3506330400,35422326784,0.00736542164035414,0.002916980861553979,-0.004415915697757915
2010-07-19,2592.087,2691.937,2682.472,2585.007,5386807200,59826126848,0.03486958578165016,0.025359615431661032,-0.009189535068620388
2010-07-20,2685.4590000000003,2746.237,2741.5029999999997,2685.4590000000003,7312834400,80958218240,0.020869430514485386,0.022006194286463936,0.0011135251365159001
2010-07-21,2744.696,2766.205,2747.335,2733.7209999999995,7075708800,73734684672,0.0009614908171980153,0.002127300243698561,0.0011646895881566467
2010-07-22,2738.027,2783.138,2781.2859999999996,2734.071,6106480800,63576604672,0.015799332877287024,0.012357794007647253,-0.0033880105629637424
2010-07-23,2787.5209999999997,2806.9790000000003,2793.0759999999996,2769.44,6451856400,70423339008,0.001992810099009061,0.004239046254142855,0.0022417687357575338
2010-07-26,2798.762,2811.953,2811.055,2775.778,5358002400,59848904704,0.004392299166559952,0.006436989183251824,0.0020357484006882035
2010-07-27,2803.755,2812.208,2795.724,2785.3740000000003,4979988400,55963992064,-0.0028643729569808878,-0.00545382427593899,-0.0025968897798156663
2010-07-28,2796.4829999999997,2866.4040000000005,2863.724,2784.155,7998595200,84516847616,0.02404484489982612,0.024322858765743683,0.0002714860265174816
2010-07-29,2866.772,2888.599,2877.9759999999997,2851.9959999999996,9596540800,92278226944,0.003908228488348472,0.00497673658495005,0.0010643483799415636
2010-07-30,2871.4809999999998,2876.136,2868.8459999999995,2844.6820000000002,6257559200,65224482816,-0.000917644936532827,-0.0031723683588744697,-0.002256794358257293
2010-08-02,2868.2790000000005,2922.612,2917.275,2867.45,7174329600,73569075200,0.017082020263718987,0.016881003720659996,-0.00019764044497303022
2010-08-03,2925.2540000000004,2929.614,2865.9709999999995,2865.761,8174836800,86870573056,-0.020265932462617195,-0.017586274862671687,0.0027350866819207203
2010-08-04,2858.3540000000003,2876.595,2876.434,2818.248,7131804000,75670142976,0.006325318697404144,0.003650769669337425,-0.0026577379882766717
2010-08-05,2874.66,2877.31,2850.829,2833.6690000000003,6715758400,73038454784,-0.008290023863691594,-0.008901646969824447,-0.0006167358611392932
2010-08-06,2848.155,2898.534,2897.659,2821.033,7491489600,82145148928,0.01738107652146737,0.016426800765671993,-0.0009379727791459881
2010-08-09,2894.103,2922.6240000000003,2918.241,2888.045,7472639200,83431981056,0.008340408064260297,0.0071029751948037635,-0.0012271975411875724
2010-08-10,2920.4040000000005,2925.296,2832.638,2832.078,7843503200,84283703296,-0.03005269133996547,-0.029333766470966607,0.0007411999214596963
2010-08-11,2823.15,2864.361,2850.211,2823.15,5497913200,58786304000,0.009585392203743937,0.006203757769259561,-0.0033495278959047464
2010-08-12,2822.7909999999997,2860.369,2816.386,2810.1020000000003,5989322800,65825611776,-0.002269030898851437,-0.0118675424380861,-0.009620340388834397
2010-08-13,2818.41,2856.0429999999997,2855.547,2799.2209999999995,5850772000,62923747328,0.013176578283500332,0.01390469914280218,0.0007186514916633896
2010-08-16,2851.219,2927.688,2922.083,2843.0240000000003,8106804000,91427504128,0.024853930897626605,0.02330061455826154,-0.0015156465643885303
2010-08-17,2927.258,2949.73,2942.2909999999997,2917.8340000000003,7645291200,86700539904,0.005135522731511846,0.006915614648865083,0.0017709969224008104
2010-08-18,2945.9790000000003,2962.7490000000003,2937.362,2924.6679999999997,7074760000,80832364544,-0.0029250038781675593,-0.0016752251901663137,0.0012534450195444832
2010-08-19,2940.7670000000003,2975.188,2955.395,2928.013,7692486400,91734589440,0.004974212509865522,0.006139182027955663,0.0011592033940658998
2010-08-20,2943.3340000000003,2951.9559999999997,2898.333,2892.64,7166330400,82298175488,-0.01528912450982464,-0.019307740589667336,-0.004081011167711827
2010-08-23,2895.7070000000003,2920.5409999999997,2896.192,2886.659,4891551600,57772777472,0.000167489321260636,-0.000738700487487144,-0.0009060380570485686
2010-08-24,2892.1290000000004,2933.118,2911.827,2866.802,6109379600,65036591104,0.00681089951381832,0.005398468057366438,-0.001402876604865854
2010-08-25,2893.986,2904.6620000000003,2843.0229999999997,2842.2490000000003,6361062000,67048222720,-0.01760996770544163,-0.02362915104503136,-0.006127081038811834
2010-08-26,2853.105,2868.8779999999997,2850.093,2836.1290000000004,4867044000,51862921216,-0.0010556919566578065,0.002486789589813436,0.003546225267963128
2010-08-27,2847.448,2861.074,2858.566,2833.422,4078958400,46699343872,0.003904548915379645,0.002972885446194197,-0.000928039892031587
2010-08-30,2874.2470000000003,2921.085,2915.01,2872.9179999999997,6574988000,77341614080,0.014182149272487687,0.01974556473420604,0.0054856176138667065
2010-08-31,2905.1540000000005,2910.06,2903.188,2889.808,6576610400,79976349696,-0.0006767283249013129,-0.0040555607013355414,-0.0033811204764305327
2010-09-01,2907.663,2931.76,2884.042,2859.1659999999997,7697557600,87931887616,-0.008123706220425164,-0.006594819212534698,0.001541408961458889
2010-09-02,2917.735,2931.547,2921.393,2903.028,7070084800,88923144192,0.0012537122116984241,0.012950920964396536,0.011682562181826828
2010-09-03,2926.9390000000003,2929.548,2920.205,2891.8779999999997,7264102400,87724826624,-0.0023006970763655744,-0.0004066553181992638,0.0018984094231759563
2010-09-06,2935.89,2980.4240000000004,2975.09,2935.89,9385568000,110466113536,0.013351998882792024,0.018794913370807947,0.005371198254917016
2010-09-07,2979.298,2991.435,2983.1079999999997,2959.902,7351936000,85488197632,0.0012788247432784319,0.002695044519661447,0.0014144109926085022
2010-09-08,2970.002,2982.72,2980.967,2953.8390000000004,7287200000,92660875264,0.003691916705780045,-0.0007177078402792061,-0.004393404462728057
2010-09-09,2986.867,2986.867,2926.46,2922.2,8139555200,103248281600,-0.020224201479342785,-0.018285006174171017,0.001979223520421424
2010-09-10,2928.0009999999997,2940.79,2932.554,2890.035,6508670400,83743162368,0.001554985807723542,0.0020823793935335014,0.0005265747695166558
2010-09-13,2933.594,2977.078,2962.3190000000004,2925.4159999999997,6727990400,87536181248,0.009791743506429439,0.01014985572303198,0.0003546396758593239
2010-09-14,2971.547,2984.466,2965.009,2954.507,7010590400,87204421632,-0.002200200770844281,0.0009080723581760099,0.003115127033921603
2010-09-15,2965.539,2965.539,2913.1940000000004,2905.63,7161964000,86445965312,-0.01765109142048032,-0.017475495015360696,0.00017875156534101586
2010-09-16,2908.322,2917.849,2857.789,2834.033,7407428800,84198375424,-0.01737531126195789,-0.019018644141104296,-0.0016723911967415483
2010-09-17,2864.717,2877.083,2861.369,2847.6809999999996,5193886800,62466326528,-0.0011687018298840535,0.0012527166981186949,0.0024242517554654607
2010-09-20,2865.04,2872.219,2849.828,2829.757,5028310400,57582985216,-0.005309524474352885,-0.004033384020026835,0.0012829523210742206
2010-09-21,2859.43,2869.38,2857.4759999999997,2844.125,3575188000,44742025216,-0.0006833529759428202,0.002683670733812596,0.003369326148806125
2010-09-27,2869.928,2905.526,2905.0290000000005,2864.2090000000003,4907182400,62611533824,0.01223062041974592,0.01664160958832228,0.004357691893125341
2010-09-28,2900.5359999999996,2900.5359999999996,2880.907,2875.658,5866082400,80859750400,-0.0067673698930126895,-0.0083035315654337,-0.001546628278065674
2010-09-29,2877.2690000000002,2908.732,2874.812,2866.8540000000003,5678223600,74516021248,-0.0008539347554922166,-0.002115653160619296,-0.0012627967511620194
2010-10-08,2965.652,3055.836,3044.2329999999997,2963.237,9999472000,134986637312,0.026497040111246928,0.058932897177276226,0.03159858801201614
2010-10-11,3069.188,3154.204,3132.895,3069.188,15873491200,212607074304,0.020756955911465796,0.029124577520840314,0.008197467145254777
2010-10-12,3121.636,3173.849,3172.7259999999997,3106.224,12736170400,178245222400,0.016366418121779636,0.012713799856043588,-0.00359380062210831
2010-10-13,3176.886,3221.6459999999997,3217.577,3165.578,14460777600,195444719616,0.012808454568404487,0.014136424008880872,0.0013111753110732884
2010-10-14,3245.133,3286.0229999999997,3224.14,3215.031,17961184000,227654451200,-0.006469072299964266,0.0020397336256442805,0.008564208408998318
2010-10-15,3204.723,3327.683,3327.683,3199.1220000000003,19341414400,245619294208,0.038368370682895225,0.03211492056796545,-0.006022381162108319
2010-10-18,3345.804,3390.015,3306.16,3288.781,21788204800,267884363776,-0.011848871003800651,-0.006467863675716749,0.0054455307191220124
2010-10-19,3300.5170000000003,3375.867,3375.6740000000004,3279.9990000000003,13044179200,165488918528,0.02277128098416101,0.02102560069688115,-0.0017068139472982476
2010-10-20,3304.2209999999995,3439.225,3396.8790000000004,3301.009,16652846400,235372052480,0.02804231315036156,0.006281708482513396,-0.021167032124547833
2010-10-21,3404.7209999999995,3418.091,3374.685,3344.962,12388324800,175383707648,-0.008821868223563577,-0.006533644560197879,0.002308589737814973
2010-10-22,3365.597,3408.491,3378.655,3346.111,11636185600,163153625088,0.00387984657699659,0.001176406094198497,-0.0026929920866687524
2010-10-25,3386.85,3481.347,3481.0809999999997,3366.43,14543310400,208809410560,0.027822608028108646,0.030315613757545375,0.0024255213983078202
2010-10-26,3491.474,3499.817,3466.0840000000003,3436.4629999999997,14263699200,205216464896,-0.007272000307033611,-0.004308144510282694,0.002985566839726075
2010-10-27,3451.427,3490.217,3403.8720000000003,3398.095,12376156800,177072553984,-0.013778358922266018,-0.017948786007494333,-0.004228691514689243
2010-10-28,3390.426,3420.885,3397.692,3371.4390000000003,9834945600,141135888384,0.0021430935227608793,-0.0018155794342443812,-0.003950207293341338
2010-10-29,3400.262,3404.6,3379.9829999999997,3351.6009999999997,10045896800,145528373248,-0.005963952189566701,-0.005212067485811041,0.0007563958122161054
2010-11-01,3390.413,3472.995,3472.995,3390.413,12626915200,186725761024,0.02435750452820936,0.027518481601830593,0.0030858143369361006
