,date,open,close,high,low,volume,code
0,2010-01-04,2565.108,2514.646,2570.15,2514.24,27327443.0,sz50
1,2010-01-05,2526.291,2543.991,2560.67,2487.05,35377438.0,sz50
2,2010-01-06,2538.285,2514.014,2549.57,2513.36,29646151.0,sz50
3,2010-01-07,2516.057,2463.758,2527.43,2450.4,32043185.0,sz50
4,2010-01-08,2453.061,2466.165,2470.02,2432.01,22683410.0,sz50
5,2010-01-11,2584.528,2478.81,2584.53,2467.67,40841194.0,sz50
6,2010-01-12,2472.623,2508.039,2513.3,2435.16,38048146.0,sz50
7,2010-01-13,2444.237,2399.642,2457.9,2396.47,49558854.0,sz50
8,2010-01-14,2412.634,2422.771,2428.7,2384.17,30562214.0,sz50
9,2010-01-15,2423.13,2427.807,2445.2,2402.9,25994928.0,sz50
10,2010-01-18,2414.893,2421.188,2421.89,2398.78,30936344.0,sz50
11,2010-01-19,2424.469,2432.713,2450.28,2424.16,27829076.0,sz50
12,2010-01-20,2436.647,2359.485,2439.47,2356.16,34748485.0,sz50
13,2010-01-21,2362.597,2377.753,2391.51,2346.15,29196147.0,sz50
14,2010-01-22,2344.973,2380.055,2398.99,2317.48,40639272.0,sz50
15,2010-01-25,2355.357,2353.471,2389.63,2350.01,20749880.0,sz50
16,2010-01-26,2354.905,2311.447,2363.41,2296.88,24700383.0,sz50
17,2010-01-27,2313.007,2264.605,2319.99,2260.56,22280212.0,sz50
18,2010-01-28,2263.061,2252.61,2267.85,2235.6,19023456.0,sz50
19,2010-01-29,2241.117,2243.994,2276.77,2231.65,18626036.0,sz50
20,2010-02-01,2238.617,2208.936,2238.9,2182.95,22082437.0,sz50
21,2010-02-02,2223.598,2214.033,2261.63,2210.7,19640116.0,sz50
22,2010-02-03,2226.797,2277.798,2278.47,2190.43,24836450.0,sz50
23,2010-02-04,2258.084,2261.358,2276.47,2247.64,17182667.0,sz50
24,2010-02-05,2212.308,2219.6,2233.32,2204.93,18456182.0,sz50
25,2010-02-08,2220.842,2211.135,2233.14,2201.8,12006796.0,sz50
26,2010-02-09,2210.328,2229.038,2234.53,2207.85,10541683.0,sz50
27,2010-02-10,2246.77,2259.99,2260.48,2239.18,12084848.0,sz50
28,2010-02-11,2261.823,2265.138,2275.76,2254.97,12535479.0,sz50
29,2010-02-12,2275.592,2284.386,2286.68,2270.76,13026260.0,sz50
30,2010-02-22,2282.09,2269.045,2291.78,2268.09,13688359.0,sz50
31,2010-02-23,2261.993,2227.952,2261.99,2202.21,15276395.0,sz50
32,2010-02-24,2211.393,2251.7,2252.65,2204.68,16815352.0,sz50
33,2010-02-25,2254.801,2282.64,2286.92,2251.96,24186779.0,sz50
34,2010-02-26,2278.432,2274.325,2288.6,2270.77,15274059.0,sz50
35,2010-03-01,2282.338,2311.075,2316.38,2281.7,19312675.0,sz50
36,2010-03-02,2312.492,2302.185,2320.31,2293.92,15212338.0,sz50
37,2010-03-03,2304.056,2311.841,2312.42,2287.04,15845846.0,sz50
38,2010-03-04,2312.299,2261.926,2312.78,2259.18,19620716.0,sz50
39,2010-03-05,2264.678,2267.939,2276.76,2258.96,13347537.0,sz50
40,2010-03-08,2272.607,2284.682,2290.09,2265.2,12375553.0,sz50
41,2010-03-09,2284.024,2302.393,2315.36,2266.82,18752094.0,sz50
42,2010-03-10,2301.705,2292.503,2318.31,2286.18,16264503.0,sz50
43,2010-03-11,2296.931,2300.043,2316.38,2282.89,18310782.0,sz50
44,2010-03-12,2300.613,2274.532,2306.99,2273.86,14256317.0,sz50
45,2010-03-15,2274.714,2240.731,2276.45,2232.95,13912403.0,sz50
46,2010-03-16,2239.427,2261.761,2262.01,2234.67,11551315.0,sz50
47,2010-03-17,2266.958,2307.083,2307.4,2260.1,17223846.0,sz50
48,2010-03-18,2307.257,2294.947,2318.05,2288.89,15810293.0,sz50
49,2010-03-19,2296.776,2310.546,2313.03,2282.38,15390760.0,sz50
50,2010-03-22,2314.442,2316.631,2330.67,2310.07,19207858.0,sz50
51,2010-03-23,2319.198,2292.004,2321.26,2290.43,16566254.0,sz50
52,2010-03-24,2298.883,2291.833,2313.43,2289.11,16356315.0,sz50
53,2010-03-25,2286.613,2259.141,2286.61,2253.61,15898123.0,sz50
54,2010-03-26,2257.402,2292.673,2302.51,2253.84,19775343.0,sz50
